Nomor,Tanggal,Location Indicator,Nama UPT,Nama Bandara,Jam Operasional (jam),Jumlah Data Masuk,Ketersediaan Data (%),Catatan
1073,2025-06-06,WATK,Umbu Mehang Kunda,Lede Kalumbang,24,0,0.0,❌ Tidak ada data
1074,2025-06-06,WATL,Gewayantana,Gewayantana,24,0,0.0,❌ Tidak ada data
1075,2025-06-06,WATM,Mali,Mali,24,0,0.0,❌ Tidak ada data
1076,2025-06-06,WATO,Komodo,Komodo,24,0,0.0,❌ Tidak ada data
1077,2025-06-06,WATQ,Pattimura,John Becker,24,0,0.0,❌ Tidak ada data
1078,2025-06-06,WATR,David Constantijn Saudale,David Constantijn Saudale,24,0,0.0,❌ Tidak ada data
1079,2025-06-06,WATS,Tardamu,Tardamu,24,0,0.0,❌ Tidak ada data
1080,2025-06-06,WATT,Eltari,El Tari,24,0,0.0,❌ Tidak ada data
1081,2025-06-06,WATU,Umbu Mehang Kunda,Umbu Mehang Kunda,24,0,0.0,❌ Tidak ada data
1082,2025-06-06,WATW,Eltari,Wunopito,24,0,0.0,❌ Tidak ada data
1083,2025-06-06,WAUB,Rendani,Bintuni,24,0,0.0,❌ Tidak ada data
1084,2025-06-06,WAUU,Rendani,Rendani,24,48,100.0,✅ Lengkap
1085,2025-06-06,WAUW,Rendani,Wasior,24,0,0.0,❌ Tidak ada data
1086,2025-06-06,WAVD,Wamena,Nop Goliat Dekai,24,0,0.0,❌ Tidak ada data
1087,2025-06-06,WAVV,Wamena,Wamena,24,49,102.08,✅ Lengkap
1088,2025-06-06,WAWB,Beto Ambari,Betoambari,24,24,50.0,✅ Lengkap
1089,2025-06-06,WAWD,Beto Ambari,Matahora,24,0,0.0,❌ Tidak ada data
1090,2025-06-06,WAWH,Sultan Hasanuddin,H. Aroeppala,24,0,0.0,❌ Tidak ada data
1091,2025-06-06,WAWN,Sultan Hasanuddin,Arung Palakka,24,0,0.0,❌ Tidak ada data
1092,2025-06-06,WAWP,Sangia Ni Bandera,Sangia Nibandera,24,48,100.0,✅ Lengkap
1093,2025-06-06,WAWR,Beto Ambari,Sugimanuru,24,0,0.0,❌ Tidak ada data
1094,2025-06-06,WAWW,Lanud Haluoleo,Haluoleo,24,29,60.42,✅ Lengkap
1095,2025-06-06,WAYE,Enarotali,Enarotali,24,15,31.25,⚠️ Kurang dari 50%
1096,2025-06-06,WAYL,Mozez Kilangin,Ilaga,24,0,0.0,❌ Tidak ada data
1097,2025-06-06,WAYY,Mozez Kilangin,Mozez Kilangin,24,44,91.67,✅ Lengkap
1098,2025-06-06,WIBB,Sultan Syarif Kasim II,Sultan Syarif Kasim II,24,48,100.0,✅ Lengkap
1099,2025-06-06,WIBD,Sultan Syarif Kasim II,Pinang Kampai,24,0,0.0,❌ Tidak ada data
1100,2025-06-06,WIBG,Sultan Syarif Kasim II,Tuanku Tambusai,24,0,0.0,❌ Tidak ada data
1101,2025-06-06,WIBJ,Japura,Japura,24,48,100.0,✅ Lengkap
1102,2025-06-06,WICA,Kertajati,Kertajati,24,0,0.0,❌ Tidak ada data
1103,2025-06-06,WICC,Lanud Husein Sastranegara,Husein Sastranegara,24,0,0.0,❌ Tidak ada data
1104,2025-06-06,WICD,Kertajati,Cakrabhuwana,24,0,0.0,❌ Tidak ada data
1105,2025-06-06,WICN,Tunggul Wulung,Nusawiru,24,0,0.0,❌ Tidak ada data
1106,2025-06-06,WIDD,Hang Nadim,Hang Nadim,24,48,100.0,✅ Lengkap
1107,2025-06-06,WIDL,Tarempa,Letung,24,0,0.0,❌ Tidak ada data
1108,2025-06-06,WIDM,Tarempa,Matak,24,19,39.58,⚠️ Kurang dari 50%
1109,2025-06-06,WIDN,Raja Hajji Fisabilillah,Raja Hajji Fisabilillah,24,48,100.0,✅ Lengkap
1110,2025-06-06,WIDO,Lanud Raden Sadjad,Ranai,24,15,31.25,⚠️ Kurang dari 50%
1111,2025-06-06,WIDS,Dabo,Dabo,24,24,50.0,✅ Lengkap
1112,2025-06-06,WIDT,Raja Hajji Abdullah,Raja Hajji Abdullah,24,48,100.0,✅ Lengkap
1113,2025-06-06,WIEB,Minangkabau,Mentawai,24,0,0.0,❌ Tidak ada data
1114,2025-06-06,WIEE,Minangkabau,Minangkabau,24,48,100.0,✅ Lengkap
1115,2025-06-06,WIGE,Fatmawati Soekarno,Enggano,24,0,0.0,❌ Tidak ada data
1116,2025-06-06,WIGG,Fatmawati Soekarno,Fatmawati Soekarno,24,0,0.0,❌ Tidak ada data
1117,2025-06-06,WIGM,Fatmawati Soekarno,Mukomuko,24,0,0.0,❌ Tidak ada data
1118,2025-06-06,WIHH,Lanud Halim Perdanakusuma,Halim Perdana Kusuma,24,14,29.17,⚠️ Kurang dari 50%
1119,2025-06-06,WIII,Soekarno Hatta,Soekarno Hatta,24,0,0.0,❌ Tidak ada data
1120,2025-06-06,WIJB,Sultan Thaha,Muara Bungo,24,0,0.0,❌ Tidak ada data
1121,2025-06-06,WIJI,Depati Parbo,Depati Parbo,24,0,0.0,❌ Tidak ada data
1122,2025-06-06,WIJJ,Sultan Thaha,Sultan Thaha,24,0,0.0,❌ Tidak ada data
1123,2025-06-06,WIKK,Depati Amir,Depati Amir,24,0,0.0,❌ Tidak ada data
1124,2025-06-06,WIKT,H.AS. Hanandjoeddin,H.AS. Hanandjoeddin,24,0,0.0,❌ Tidak ada data
1125,2025-06-06,WILL,Radin Inten II,Radin Inten II,24,0,0.0,❌ Tidak ada data
1126,2025-06-06,WILP,Radin Inten II,Muhammad Taufiq Kiemas,24,0,0.0,❌ Tidak ada data
1127,2025-06-06,WIMA,Malikussaleh,Malikussaleh,24,24,50.0,✅ Lengkap
1128,2025-06-06,WIMB,Binaka,Binaka,24,48,100.0,✅ Lengkap
1129,2025-06-06,WIME,Aek Godang,Aek Godang,24,48,100.0,✅ Lengkap
1130,2025-06-06,WIMF,Kualanamu,Jenderal Besar Abdul Haris Nasution,24,0,0.0,❌ Tidak ada data
1131,2025-06-06,WIML,Sultan Iskandar Muda,Lasikin,24,0,0.0,❌ Tidak ada data
1132,2025-06-06,WIMM,Kualanamu,Kualanamu Internasional,24,49,102.08,✅ Lengkap
1133,2025-06-06,WIMN,Silangit,Raja Sisingamangaraja XII,24,47,97.92,✅ Lengkap
1134,2025-06-06,WIMP,Silangit,Sibisa,24,0,0.0,❌ Tidak ada data
1135,2025-06-06,WIMS,FL Tobing,DR Ferdinand Lumban Tobing,24,48,100.0,✅ Lengkap
1136,2025-06-06,WIMU,Sultan Iskandar Muda,Alas Leuser,24,0,0.0,❌ Tidak ada data
1137,2025-06-06,WIOD,Singkawang,Singkawang,24,0,0.0,❌ Tidak ada data
1138,2025-06-06,WIOG,Nangapinoh,Nangapinoh,24,0,0.0,❌ Tidak ada data
1139,2025-06-06,WIOK,Rahadi Oesman,Rahadi Oesman,24,0,0.0,❌ Tidak ada data
1140,2025-06-06,WIOO,Supadio,Supadio,24,0,0.0,❌ Tidak ada data
1141,2025-06-06,WIOP,Pangsuma,Pangsuma,24,0,0.0,❌ Tidak ada data
1142,2025-06-06,WIOS,Tebelian,Tebelian,24,0,0.0,❌ Tidak ada data
1143,2025-06-06,WIPB,Sultan Mahmud Badaruddin II,Silampari,24,0,0.0,❌ Tidak ada data
1144,2025-06-06,WIPO,Radin Inten II,Gatot Soebroto,24,0,0.0,❌ Tidak ada data
1145,2025-06-06,WIPP,Sultan Mahmud Badaruddin II,Sultan Mahmud Badaruddin II,24,0,0.0,❌ Tidak ada data
1146,2025-06-06,WIPY,Sultan Mahmud Badaruddin II,Atung Bungsu,24,0,0.0,❌ Tidak ada data
1147,2025-06-06,WIRR,Budiarto,Budiarto,24,0,0.0,❌ Tidak ada data
1148,2025-06-06,WITC,Cut Nyak Dhien Nagan Raya,Cut Nyak Dhien Nagan Raya,24,24,50.0,✅ Lengkap
1149,2025-06-06,WITK,Sultan Iskandar Muda,Rembele,24,0,0.0,❌ Tidak ada data
1150,2025-06-06,WITN,Maimun Saleh,Maimun Saleh,24,24,50.0,✅ Lengkap
1151,2025-06-06,WITO,Sultan Iskandar Muda,Kuala Batu,24,0,0.0,❌ Tidak ada data
1152,2025-06-06,WITT,Sultan Iskandar Muda,Sultan Iskandar Muda,24,48,100.0,✅ Lengkap
1153,2025-06-07,WAAA,Sultan Hasanuddin,Sultan Hasanuddin,24,48,100.0,✅ Lengkap
1154,2025-06-07,WABA,Nabire,Waghete,24,0,0.0,❌ Tidak ada data
1155,2025-06-07,WABB,Frans Kaisiepo,Frans Kaisiepo,24,49,102.08,✅ Lengkap
1156,2025-06-07,WABF,Frans Kaisiepo,Numfoor,24,0,0.0,❌ Tidak ada data
1157,2025-06-07,WABG,Sentani,Kasonaweja,24,0,0.0,❌ Tidak ada data
1158,2025-06-07,WABI,Nabire,Douw Aturure,24,36,75.0,✅ Lengkap
1159,2025-06-07,WABO,Sudjarwo Tjondronegoro,Stevanus Rumbewas,24,18,37.5,⚠️ Kurang dari 50%
1160,2025-06-07,WADB,Sultan Muhammad Salahuddin,Sultan Muhammad Salahuddin,24,0,0.0,❌ Tidak ada data
1161,2025-06-07,WADD,I Gusti Ngurah Rai,I Gusti Ngurah Rai,24,0,0.0,❌ Tidak ada data
1162,2025-06-07,WADL,Zainuddin Abdul Madjid,Zainuddin Abdul Madjid,24,0,0.0,❌ Tidak ada data
1163,2025-06-07,WADS,Sultan Muhammad Kaharuddin,Sultan Muhammad Kaharuddin,24,0,0.0,❌ Tidak ada data
1164,2025-06-07,WADY,Banyuwangi,Banyuwangi,24,0,0.0,❌ Tidak ada data
1165,2025-06-07,WAEE,Sultan Babullah,Sultan Babullah,24,47,97.92,✅ Lengkap
1166,2025-06-07,WAEG,Gamar Malamo,Gamar Malamo,24,24,50.0,✅ Lengkap
1167,2025-06-07,WAEJ,Sultan Babullah,Gebe,24,0,0.0,❌ Tidak ada data
1168,2025-06-07,WAEK,Sultan Babullah,Kuabang,24,0,0.0,❌ Tidak ada data
1169,2025-06-07,WAEL,Oesman Sadik,Oesman Sadik,24,36,75.0,✅ Lengkap
1170,2025-06-07,WAEM,Sultan Babullah,Buli,24,0,0.0,❌ Tidak ada data
1171,2025-06-07,WAES,Emalamo,Emalamo,24,24,50.0,✅ Lengkap
1172,2025-06-07,WAEW,Lanud Leo Wattimena,Pitu,24,3,6.25,⚠️ Kurang dari 50%
1173,2025-06-07,WAFB,Toraja,Toraja,24,14,29.17,⚠️ Kurang dari 50%
1174,2025-06-07,WAFD,Andi Jemma,Lagaligo,24,0,0.0,❌ Tidak ada data
1175,2025-06-07,WAFF,Mutiara Sis-Al Jufri,Mutiara Sis-Al Jufri,24,48,100.0,✅ Lengkap
1176,2025-06-07,WAFJ,Tampa Padang,Tampa Padang,24,48,100.0,✅ Lengkap
1177,2025-06-07,WAFK,Andi Jemma,Rampi,24,0,0.0,❌ Tidak ada data
1178,2025-06-07,WAFL,Sultan Bantilan,Sultan Bantilan,24,24,50.0,✅ Lengkap
1179,2025-06-07,WAFM,Andi Jemma,Andi Jemma,24,37,77.08,✅ Lengkap
1180,2025-06-07,WAFN,Andi Jemma,Seko,24,0,0.0,❌ Tidak ada data
1181,2025-06-07,WAFO,Mutiara Sis-Al Jufri,Morowali,24,0,0.0,❌ Tidak ada data
1182,2025-06-07,WAFP,Kasiguncu,Kasiguncu,24,24,50.0,✅ Lengkap
1183,2025-06-07,WAFU,Syukuran Aminuddin Amir,Tanjung Api,24,0,0.0,❌ Tidak ada data
1184,2025-06-07,WAFW,Syukuran Aminuddin Amir,Syukuran Aminuddin Amir,24,49,102.08,✅ Lengkap
1185,2025-06-07,WAFY,Mutiara Sis-Al Jufri,Pogogul,24,0,0.0,❌ Tidak ada data
1186,2025-06-07,WAFZ,Djalaluddin,Panua Pohuwato,24,0,0.0,❌ Tidak ada data
1187,2025-06-07,WAGA,Tjilik Riwut,Kuala Kurun,24,0,0.0,❌ Tidak ada data
1188,2025-06-07,WAGB,Beringin,Hajji Muhammad Sidik,24,0,0.0,❌ Tidak ada data
1189,2025-06-07,WAGF,H. Asan,Kuala Pembuang,24,0,0.0,❌ Tidak ada data
1190,2025-06-07,WAGG,Tjilik Riwut,Tjilik Riwut,24,0,0.0,❌ Tidak ada data
1191,2025-06-07,WAGI,Iskandar,Iskandar,24,0,0.0,❌ Tidak ada data
1192,2025-06-07,WAGM,Sanggu,Sanggu,24,0,0.0,❌ Tidak ada data
1193,2025-06-07,WAGP,Beringin,Purukcahu,24,0,0.0,❌ Tidak ada data
1194,2025-06-07,WAGS,H. Asan,H. Asan,24,0,0.0,❌ Tidak ada data
1195,2025-06-07,WAHH,Lanud Adisutjipto,Adisutjipto,24,7,14.58,⚠️ Kurang dari 50%
1196,2025-06-07,WAHI,Yogyakarta,Yogyakarta,24,48,100.0,✅ Lengkap
1197,2025-06-07,WAHL,Tunggul Wulung,Tunggul Wulung,24,0,0.0,❌ Tidak ada data
1198,2025-06-07,WAHQ,Lanud Adi Soemarmo,Adi Soemarmo,24,0,0.0,❌ Tidak ada data
1199,2025-06-07,WAHS,Ahmad Yani,Jenderal Ahmad Yani,24,0,0.0,❌ Tidak ada data
1200,2025-06-07,WAHU,Ahmad Yani,Dewadaru,24,0,0.0,❌ Tidak ada data
1201,2025-06-07,WAJI,Torea,Mararena,24,13,27.08,⚠️ Kurang dari 50%
1202,2025-06-07,WAJJ,Sentani,Sentani,24,48,100.0,✅ Lengkap
1203,2025-06-07,WAJO,Wamena,Oksibil,24,0,0.0,❌ Tidak ada data
1204,2025-06-07,WAJS,Sentani,Senggeh,24,0,0.0,❌ Tidak ada data
1205,2025-06-07,WAKG,Mozez Kilangin,Ewer,24,0,0.0,❌ Tidak ada data
1206,2025-06-07,WAKJ,Mopah,Kimaam,24,0,0.0,❌ Tidak ada data
1207,2025-06-07,WAKK,Mopah,Mopah,24,48,100.0,✅ Lengkap
1208,2025-06-07,WAKO,Mopah,Okaba,24,0,0.0,❌ Tidak ada data
1209,2025-06-07,WAKP,Mopah,Kepi,24,0,0.0,❌ Tidak ada data
1210,2025-06-07,WAKT,Tanah Merah,Tanah Merah,24,24,50.0,✅ Lengkap
1211,2025-06-07,WALE,Sultan Aji Muhammad Sulaiman Sepinggan,Melak,24,0,0.0,❌ Tidak ada data
1212,2025-06-07,WALL,Sultan Aji Muhammad Sulaiman Sepinggan,Sultan Aji Muhammad Sulaiman,24,0,0.0,❌ Tidak ada data
1213,2025-06-07,WALS,Ajipangeran Tumenggung Pranoto,Ajipangeran Tumenggung Pranoto,24,0,0.0,❌ Tidak ada data
1214,2025-06-07,WAMG,Djalaluddin,Djalaluddin,24,47,97.92,✅ Lengkap
1215,2025-06-07,WAMH,Naha,Naha,24,48,100.0,✅ Lengkap
1216,2025-06-07,WAMI,Sam Ratulangi,Bolaang Mongondow,24,0,0.0,❌ Tidak ada data
1217,2025-06-07,WAMM,Sam Ratulangi,Sam Ratulangi,24,48,100.0,✅ Lengkap
1218,2025-06-07,WAMN,Sam Ratulangi,Melonguane,24,0,0.0,❌ Tidak ada data
1219,2025-06-07,WAMS,Sam Ratulangi,Miangas,24,0,0.0,❌ Tidak ada data
1220,2025-06-07,WAOC,Gusti Syamsir Alam,Bersujud,24,0,0.0,❌ Tidak ada data
1221,2025-06-07,WAOK,Gusti Syamsir Alam,Gusti Syamsir Alam,24,0,0.0,❌ Tidak ada data
1222,2025-06-07,WAON,Syamsudin Noor,Tanjung Warukin,24,0,0.0,❌ Tidak ada data
1223,2025-06-07,WAOO,Syamsudin Noor,Syamsudin Noor,24,0,0.0,❌ Tidak ada data
1224,2025-06-07,WAPA,Amahai,Amahai,24,49,102.08,✅ Lengkap
1225,2025-06-07,WAPC,Bandaneira,Bandaneira,24,24,50.0,✅ Lengkap
1226,2025-06-07,WAPD,Pattimura,Dobo,24,0,0.0,❌ Tidak ada data
1227,2025-06-07,WAPF,Karel Sadsuitubun,Karel Sadsuitubun,24,24,50.0,✅ Lengkap
1228,2025-06-07,WAPG,Pattimura,Namrole,24,0,0.0,❌ Tidak ada data
1229,2025-06-07,WAPM,Pattimura,Jos Orno Imsula,24,0,0.0,❌ Tidak ada data
1230,2025-06-07,WAPN,Namlea,Namniwel,24,24,50.0,✅ Lengkap
1231,2025-06-07,WAPO,Pattimura,Larat,24,0,0.0,❌ Tidak ada data
1232,2025-06-07,WAPP,Pattimura,Pattimura,24,48,100.0,✅ Lengkap
1233,2025-06-07,WAPS,Mathilda Batlayeri,Mathilda Batlayeri,24,24,50.0,✅ Lengkap
1234,2025-06-07,WAPU,Kuffar,Kuffar,24,24,50.0,✅ Lengkap
1235,2025-06-07,WAPV,Amahai,Wahai,24,0,0.0,❌ Tidak ada data
1236,2025-06-07,WAQA,Nunukan,Nunukan,24,0,0.0,❌ Tidak ada data
1237,2025-06-07,WAQC,Kalimarau,Maratua,24,0,0.0,❌ Tidak ada data
1238,2025-06-07,WAQD,Tanjung Harapan,Tanjung Harapan,24,0,0.0,❌ Tidak ada data
1239,2025-06-07,WAQJ,Yuvai Semaring,Yuvai Semaring,24,0,0.0,❌ Tidak ada data
1240,2025-06-07,WAQL,Tanjung Harapan,Long Apung,24,0,0.0,❌ Tidak ada data
1241,2025-06-07,WAQM,Tanjung Harapan,Kol. Robert Atty Bessing,24,0,0.0,❌ Tidak ada data
1242,2025-06-07,WAQQ,Juwata,Juwata,24,0,0.0,❌ Tidak ada data
1243,2025-06-07,WAQT,Kalimarau,Kalimarau,24,0,0.0,❌ Tidak ada data
1244,2025-06-07,WARA,Lanud Abdulrachman Saleh,Abdulrachman Saleh,24,0,0.0,❌ Tidak ada data
1245,2025-06-07,WARC,Ahmad Yani,Ngloram,24,0,0.0,❌ Tidak ada data
1246,2025-06-07,WARD,Dhoho,Dhoho,24,0,0.0,❌ Tidak ada data
1247,2025-06-07,WARE,Banyuwangi,Noto Hadinegoro,24,0,0.0,❌ Tidak ada data
1248,2025-06-07,WARR,Juanda,Juanda,24,0,0.0,❌ Tidak ada data
1249,2025-06-07,WART,Trunojoyo,Trunojoyo,24,0,0.0,❌ Tidak ada data
1250,2025-06-07,WARW,Sangkapura,Harun Thohir,24,0,0.0,❌ Tidak ada data
1251,2025-06-07,WASA,Domine Eduard Osok,Ayawasi,24,0,0.0,❌ Tidak ada data
1252,2025-06-07,WASF,Torea,Siboru,24,48,100.0,✅ Lengkap
1253,2025-06-07,WASI,Domine Eduard Osok,Inanwatan,24,0,0.0,❌ Tidak ada data
1254,2025-06-07,WASK,Utarom,Utarom,24,24,50.0,✅ Lengkap
1255,2025-06-07,WASN,Domine Eduard Osok,Marinda,24,0,0.0,❌ Tidak ada data
1256,2025-06-07,WASO,Rendani,Babo,24,0,0.0,❌ Tidak ada data
1257,2025-06-07,WASS,Domine Eduard Osok,Domine Eduard Osok,24,48,100.0,✅ Lengkap
1258,2025-06-07,WAST,Domine Eduard Osok,Teminabuan,24,0,0.0,❌ Tidak ada data
1259,2025-06-07,WASU,Domine Eduard Osok,Kambuaya,24,0,0.0,❌ Tidak ada data
1260,2025-06-07,WATA,Eltari,A. A. Bere Tallo,24,0,0.0,❌ Tidak ada data
1261,2025-06-07,WATB,Frans Sales Lega,Soa,24,0,0.0,❌ Tidak ada data
1262,2025-06-07,WATC,Fransiskus Xaverius Seda,Fransiskus Xaverius Seda,24,0,0.0,❌ Tidak ada data
1263,2025-06-07,WATE,Fransiskus Xaverius Seda,H. Hasan Aroeboesman,24,0,0.0,❌ Tidak ada data
1264,2025-06-07,WATG,Frans Sales Lega,Frans Sales Lega,24,0,0.0,❌ Tidak ada data
1265,2025-06-07,WATK,Umbu Mehang Kunda,Lede Kalumbang,24,0,0.0,❌ Tidak ada data
1266,2025-06-07,WATL,Gewayantana,Gewayantana,24,0,0.0,❌ Tidak ada data
1267,2025-06-07,WATM,Mali,Mali,24,0,0.0,❌ Tidak ada data
1268,2025-06-07,WATO,Komodo,Komodo,24,0,0.0,❌ Tidak ada data
1269,2025-06-07,WATQ,Pattimura,John Becker,24,0,0.0,❌ Tidak ada data
1270,2025-06-07,WATR,David Constantijn Saudale,David Constantijn Saudale,24,0,0.0,❌ Tidak ada data
1271,2025-06-07,WATS,Tardamu,Tardamu,24,0,0.0,❌ Tidak ada data
1272,2025-06-07,WATT,Eltari,El Tari,24,0,0.0,❌ Tidak ada data
1273,2025-06-07,WATU,Umbu Mehang Kunda,Umbu Mehang Kunda,24,0,0.0,❌ Tidak ada data
1274,2025-06-07,WATW,Eltari,Wunopito,24,0,0.0,❌ Tidak ada data
1275,2025-06-07,WAUB,Rendani,Bintuni,24,0,0.0,❌ Tidak ada data
1276,2025-06-07,WAUU,Rendani,Rendani,24,45,93.75,✅ Lengkap
1277,2025-06-07,WAUW,Rendani,Wasior,24,0,0.0,❌ Tidak ada data
1278,2025-06-07,WAVD,Wamena,Nop Goliat Dekai,24,0,0.0,❌ Tidak ada data
1279,2025-06-07,WAVV,Wamena,Wamena,24,48,100.0,✅ Lengkap
1280,2025-06-07,WAWB,Beto Ambari,Betoambari,24,25,52.08,✅ Lengkap
1281,2025-06-07,WAWD,Beto Ambari,Matahora,24,0,0.0,❌ Tidak ada data
1282,2025-06-07,WAWH,Sultan Hasanuddin,H. Aroeppala,24,0,0.0,❌ Tidak ada data
1283,2025-06-07,WAWN,Sultan Hasanuddin,Arung Palakka,24,0,0.0,❌ Tidak ada data
1284,2025-06-07,WAWP,Sangia Ni Bandera,Sangia Nibandera,24,50,104.17,✅ Lengkap
1285,2025-06-07,WAWR,Beto Ambari,Sugimanuru,24,0,0.0,❌ Tidak ada data
1286,2025-06-07,WAWW,Lanud Haluoleo,Haluoleo,24,22,45.83,⚠️ Kurang dari 50%
1287,2025-06-07,WAYE,Enarotali,Enarotali,24,16,33.33,⚠️ Kurang dari 50%
1288,2025-06-07,WAYL,Mozez Kilangin,Ilaga,24,0,0.0,❌ Tidak ada data
1289,2025-06-07,WAYY,Mozez Kilangin,Mozez Kilangin,24,45,93.75,✅ Lengkap
1290,2025-06-07,WIBB,Sultan Syarif Kasim II,Sultan Syarif Kasim II,24,48,100.0,✅ Lengkap
1291,2025-06-07,WIBD,Sultan Syarif Kasim II,Pinang Kampai,24,0,0.0,❌ Tidak ada data
1292,2025-06-07,WIBG,Sultan Syarif Kasim II,Tuanku Tambusai,24,0,0.0,❌ Tidak ada data
1293,2025-06-07,WIBJ,Japura,Japura,24,48,100.0,✅ Lengkap
1294,2025-06-07,WICA,Kertajati,Kertajati,24,0,0.0,❌ Tidak ada data
1295,2025-06-07,WICC,Lanud Husein Sastranegara,Husein Sastranegara,24,0,0.0,❌ Tidak ada data
1296,2025-06-07,WICD,Kertajati,Cakrabhuwana,24,0,0.0,❌ Tidak ada data
1297,2025-06-07,WICN,Tunggul Wulung,Nusawiru,24,0,0.0,❌ Tidak ada data
1298,2025-06-07,WIDD,Hang Nadim,Hang Nadim,24,48,100.0,✅ Lengkap
1299,2025-06-07,WIDL,Tarempa,Letung,24,0,0.0,❌ Tidak ada data
1300,2025-06-07,WIDM,Tarempa,Matak,24,15,31.25,⚠️ Kurang dari 50%
1301,2025-06-07,WIDN,Raja Hajji Fisabilillah,Raja Hajji Fisabilillah,24,48,100.0,✅ Lengkap
1302,2025-06-07,WIDO,Lanud Raden Sadjad,Ranai,24,15,31.25,⚠️ Kurang dari 50%
1303,2025-06-07,WIDS,Dabo,Dabo,24,24,50.0,✅ Lengkap
1304,2025-06-07,WIDT,Raja Hajji Abdullah,Raja Hajji Abdullah,24,41,85.42,✅ Lengkap
1305,2025-06-07,WIEB,Minangkabau,Mentawai,24,0,0.0,❌ Tidak ada data
1306,2025-06-07,WIEE,Minangkabau,Minangkabau,24,48,100.0,✅ Lengkap
1307,2025-06-07,WIGE,Fatmawati Soekarno,Enggano,24,0,0.0,❌ Tidak ada data
1308,2025-06-07,WIGG,Fatmawati Soekarno,Fatmawati Soekarno,24,0,0.0,❌ Tidak ada data
1309,2025-06-07,WIGM,Fatmawati Soekarno,Mukomuko,24,0,0.0,❌ Tidak ada data
1310,2025-06-07,WIHH,Lanud Halim Perdanakusuma,Halim Perdana Kusuma,24,16,33.33,⚠️ Kurang dari 50%
1311,2025-06-07,WIII,Soekarno Hatta,Soekarno Hatta,24,0,0.0,❌ Tidak ada data
1312,2025-06-07,WIJB,Sultan Thaha,Muara Bungo,24,0,0.0,❌ Tidak ada data
1313,2025-06-07,WIJI,Depati Parbo,Depati Parbo,24,0,0.0,❌ Tidak ada data
1314,2025-06-07,WIJJ,Sultan Thaha,Sultan Thaha,24,0,0.0,❌ Tidak ada data
1315,2025-06-07,WIKK,Depati Amir,Depati Amir,24,0,0.0,❌ Tidak ada data
1316,2025-06-07,WIKT,H.AS. Hanandjoeddin,H.AS. Hanandjoeddin,24,0,0.0,❌ Tidak ada data
1317,2025-06-07,WILL,Radin Inten II,Radin Inten II,24,0,0.0,❌ Tidak ada data
1318,2025-06-07,WILP,Radin Inten II,Muhammad Taufiq Kiemas,24,0,0.0,❌ Tidak ada data
1319,2025-06-07,WIMA,Malikussaleh,Malikussaleh,24,24,50.0,✅ Lengkap
1320,2025-06-07,WIMB,Binaka,Binaka,24,48,100.0,✅ Lengkap
1321,2025-06-07,WIME,Aek Godang,Aek Godang,24,48,100.0,✅ Lengkap
1322,2025-06-07,WIMF,Kualanamu,Jenderal Besar Abdul Haris Nasution,24,0,0.0,❌ Tidak ada data
1323,2025-06-07,WIML,Sultan Iskandar Muda,Lasikin,24,0,0.0,❌ Tidak ada data
1324,2025-06-07,WIMM,Kualanamu,Kualanamu Internasional,24,48,100.0,✅ Lengkap
1325,2025-06-07,WIMN,Silangit,Raja Sisingamangaraja XII,24,39,81.25,✅ Lengkap
1326,2025-06-07,WIMP,Silangit,Sibisa,24,0,0.0,❌ Tidak ada data
1327,2025-06-07,WIMS,FL Tobing,DR Ferdinand Lumban Tobing,24,48,100.0,✅ Lengkap
1328,2025-06-07,WIMU,Sultan Iskandar Muda,Alas Leuser,24,0,0.0,❌ Tidak ada data
1329,2025-06-07,WIOD,Singkawang,Singkawang,24,0,0.0,❌ Tidak ada data
1330,2025-06-07,WIOG,Nangapinoh,Nangapinoh,24,0,0.0,❌ Tidak ada data
1331,2025-06-07,WIOK,Rahadi Oesman,Rahadi Oesman,24,0,0.0,❌ Tidak ada data
1332,2025-06-07,WIOO,Supadio,Supadio,24,0,0.0,❌ Tidak ada data
1333,2025-06-07,WIOP,Pangsuma,Pangsuma,24,0,0.0,❌ Tidak ada data
1334,2025-06-07,WIOS,Tebelian,Tebelian,24,0,0.0,❌ Tidak ada data
1335,2025-06-07,WIPB,Sultan Mahmud Badaruddin II,Silampari,24,0,0.0,❌ Tidak ada data
1336,2025-06-07,WIPO,Radin Inten II,Gatot Soebroto,24,0,0.0,❌ Tidak ada data
1337,2025-06-07,WIPP,Sultan Mahmud Badaruddin II,Sultan Mahmud Badaruddin II,24,0,0.0,❌ Tidak ada data
1338,2025-06-07,WIPY,Sultan Mahmud Badaruddin II,Atung Bungsu,24,0,0.0,❌ Tidak ada data
1339,2025-06-07,WIRR,Budiarto,Budiarto,24,0,0.0,❌ Tidak ada data
1340,2025-06-07,WITC,Cut Nyak Dhien Nagan Raya,Cut Nyak Dhien Nagan Raya,24,24,50.0,✅ Lengkap
1341,2025-06-07,WITK,Sultan Iskandar Muda,Rembele,24,0,0.0,❌ Tidak ada data
1342,2025-06-07,WITN,Maimun Saleh,Maimun Saleh,24,24,50.0,✅ Lengkap
1343,2025-06-07,WITO,Sultan Iskandar Muda,Kuala Batu,24,0,0.0,❌ Tidak ada data
1344,2025-06-07,WITT,Sultan Iskandar Muda,Sultan Iskandar Muda,24,48,100.0,✅ Lengkap
